seed,experiment,condition,x,BS,H_norm,F_norm,M_norm
7804,revision,opposing,64,0.04874718189239502,1.7293777465820312,0.3517480194568634,1.3704924583435059
7804,revision,opposing,128,-0.1521109640598297,1.7203142642974854,0.317586213350296,1.4252249002456665
7805,formation,p=0.55,0,0.0,0.216827854514122,0.0,0.0
7805,formation,p=0.55,1,-0.0002364516258239746,2.094883441925049,0.5599845051765442,0.046489451080560684
7805,formation,p=0.55,2,-0.0006937682628631592,2.2322444915771484,0.699657678604126,0.14829735457897186
7805,formation,p=0.55,4,0.007279187440872192,2.164156198501587,0.8162145614624023,0.3010345995426178
7805,formation,p=0.55,8,0.013402700424194336,2.1452364921569824,0.8113953471183777,0.5666525363922119
7805,formation,p=0.55,16,0.01251310110092163,2.129350423812866,0.7333084940910339,0.8665568828582764
7805,formation,p=0.55,32,0.0027726292610168457,2.0991673469543457,0.6338063478469849,1.1342204809188843
7805,formation,p=0.55,64,0.005759894847869873,2.1016550064086914,0.5333827137947083,1.3202399015426636
7805,formation,p=0.60,0,0.0,0.216827854514122,0.0,0.0
7805,formation,p=0.60,1,0.0006951093673706055,2.094944715499878,0.5616728663444519,0.04323875904083252
7805,formation,p=0.60,2,-0.0088423490524292,2.248873233795166,0.6995641589164734,0.14487487077713013
7805,formation,p=0.60,4,0.01167955994606018,2.1681535243988037,0.8125051259994507,0.30173370242118835
7805,formation,p=0.60,8,-0.00038367509841918945,2.1707491874694824,0.8009340763092041,0.5619107484817505
7805,formation,p=0.60,16,0.012764036655426025,2.1348724365234375,0.7334221601486206,0.8591540455818176
7805,formation,p=0.60,32,-0.006573915481567383,2.123408555984497,0.6316832900047302,1.133793830871582
7805,formation,p=0.60,64,-0.003677070140838623,2.0942254066467285,0.5144113898277283,1.3411208391189575
7805,formation,p=0.65,0,0.0,0.216827854514122,0.0,0.0
7805,formation,p=0.65,1,-0.0014607012271881104,2.0924506187438965,0.5625931620597839,0.04165187105536461
7805,formation,p=0.65,2,0.019179433584213257,2.2524607181549072,0.7036819458007812,0.14085155725479126
7805,formation,p=0.65,4,0.017452001571655273,2.1659011840820312,0.8161525726318359,0.2996996343135834
7805,formation,p=0.65,8,0.00494837760925293,2.159806728363037,0.8134275674819946,0.5665463209152222
7805,formation,p=0.65,16,0.00660628080368042,2.1299524307250977,0.7356360554695129,0.8656790256500244
7805,formation,p=0.65,32,0.003935515880584717,2.110215663909912,0.6180269122123718,1.1435214281082153
7805,formation,p=0.65,64,0.005373775959014893,2.088684558868408,0.4837263822555542,1.3457574844360352
7805,formation,p=0.70,0,0.0,0.216827854514122,0.0,0.0
7805,formation,p=0.70,1,0.0025641322135925293,2.0976169109344482,0.5605567097663879,0.04532352834939957
7805,formation,p=0.70,2,-0.008545935153961182,2.2349133491516113,0.7035572528839111,0.14441752433776855
7805,formation,p=0.70,4,0.004740387201309204,2.1772279739379883,0.81573486328125,0.30010491609573364
7805,formation,p=0.70,8,-0.0031879544258117676,2.157161235809326,0.8200808167457581,0.5625461339950562
7805,formation,p=0.70,16,-0.006113827228546143,2.128786563873291,0.7389907836914062,0.8629204034805298
7805,formation,p=0.70,32,0.007679641246795654,2.1156821250915527,0.6205737590789795,1.1354743242263794
7805,formation,p=0.70,64,0.006828725337982178,2.0967791080474854,0.4846555292606354,1.3563076257705688
7805,persistence,unrelated_delay,0,0.0002493858337402344,2.0983095169067383,0.6281297206878662,1.1379668712615967
7805,persistence,unrelated_delay,10,0.0015951097011566162,1.63754141330719,1.2435266971588135,1.212440848350525
7805,persistence,unrelated_delay,50,0.028397709131240845,1.032244324684143,1.0620808601379395,1.4192272424697876
7805,persistence,unrelated_delay,100,-0.03951707482337952,1.007073998451233,0.9196385145187378,1.660971760749817
7805,persistence,unrelated_delay,250,0.02115646004676819,0.9957708716392517,0.7591838240623474,2.048159122467041
7805,persistence,unrelated_delay,500,-0.010731935501098633,1.0453318357467651,0.6472244262695312,2.3252718448638916
7805,persistence,unrelated_delay,1000,0.0017385482788085938,1.0144267082214355,0.5439901947975159,2.5560808181762695
7805,persistence,unrelated_delay,2000,-0.007314532995223999,1.0247935056686401,0.45910486578941345,2.7123124599456787
7805,persistence,unrelated_delay,5000,0.0004997849464416504,1.0345005989074707,0.41713833808898926,2.8479502201080322
7805,revision,opposing,0,0.0002493858337402344,2.0983095169067383,0.6281297206878662,1.1379668712615967
7805,revision,opposing,1,0.0013254880905151367,2.1070499420166016,0.6224397420883179,1.1496165990829468
7805,revision,opposing,2,0.0035280585289001465,2.107698917388916,0.6283411979675293,1.1594399213790894
7805,revision,opposing,4,-0.0028988122940063477,2.1064887046813965,0.6112028956413269,1.1762263774871826
7805,revision,opposing,8,-0.0009311437606811523,2.102328300476074,0.578917384147644,1.210192322731018
7805,revision,opposing,16,-0.0015079975128173828,2.094111204147339,0.5458924770355225,1.2680991888046265
7805,revision,opposing,32,-0.01194065809249878,2.079310417175293,0.4990217387676239,1.3477914333343506
7805,revision,opposing,64,-0.0050005316734313965,2.0767204761505127,0.4350653290748596,1.4386274814605713
7805,revision,opposing,128,-0.011463582515716553,2.0724780559539795,0.34695854783058167,1.5545722246170044
7806,formation,p=0.55,0,0.0,0.2769657075405121,0.0,0.0
7806,formation,p=0.55,1,-0.03846108913421631,0.8481683135032654,0.5503313541412354,0.07221412658691406
7806,formation,p=0.55,2,-0.0152052640914917,1.001230001449585,0.6274591684341431,0.26777201890945435
7806,formation,p=0.55,4,-0.06525081396102905,1.0405765771865845,0.6299186944961548,0.5338526964187622
7806,formation,p=0.55,8,0.057681262493133545,1.0210176706314087,0.5381554961204529,0.9080843925476074
7806,formation,p=0.55,16,0.03290903568267822,0.9426957964897156,0.36420896649360657,1.250632882118225
7806,formation,p=0.55,32,-0.04212653636932373,0.9144147634506226,0.22685152292251587,1.5347541570663452
7806,formation,p=0.55,64,-0.02874469757080078,0.8792300820350647,0.14276428520679474,1.7445544004440308
7806,formation,p=0.60,0,0.0,0.2769657075405121,0.0,0.0
7806,formation,p=0.60,1,-0.032603919506073,0.8389140367507935,0.5507957339286804,0.07062668353319168
7806,formation,p=0.60,2,-0.010640621185302734,1.0249971151351929,0.6235629320144653,0.26380375027656555
7806,formation,p=0.60,4,-0.00929403305053711,1.0599910020828247,0.6214600205421448,0.5449966192245483
7806,formation,p=0.60,8,0.004618942737579346,1.046319842338562,0.5211580991744995,0.9276084303855896
7806,formation,p=0.60,16,-0.003568112850189209,0.9527124762535095,0.37234681844711304,1.2589231729507446
7806,formation,p=0.60,32,-0.06985503435134888,0.9508625268936157,0.22003333270549774,1.5335559844970703
7806,formation,p=0.60,64,-0.042958855628967285,0.8899402022361755,0.13656345009803772,1.7414520978927612
7806,formation,p=0.65,0,0.0,0.2769657075405121,0.0,0.0
7806,formation,p=0.65,1,0.014311373233795166,0.8384841680526733,0.551016092300415,0.07024753838777542
7806,formation,p=0.65,2,0.017788231372833252,0.9711376428604126,0.6310005784034729,0.25876978039741516
7806,formation,p=0.65,4,0.02058875560760498,1.0922141075134277,0.6138393878936768,0.550565242767334
7806,formation,p=0.65,8,-0.028655052185058594,1.0084097385406494,0.5173830986022949,0.936752438545227
7806,formation,p=0.65,16,0.011483609676361084,1.0129307508468628,0.359283983707428,1.2626980543136597
